[1;30;43mStreaming output truncated to the last 5000 lines.[0m
54  	 1.1782e-01 	1.4496e+00 	2.8992e-02
55  	 1.4609e-01 	2.0574e+00 	4.1148e-02
56  	 7.3141e-02 	1.2170e+00 	2.4340e-02
57  	 1.2876e-01 	4.9795e-01 	9.9589e-03
58  	 5.9038e-02 	4.7689e-01 	9.5378e-03
59  	 1.6822e-01 	5.3252e-01 	1.0650e-02
60  	 1.4498e-01 	3.5204e-01 	7.0408e-03
61  	 8.5785e-02 	7.5025e-01 	1.5005e-02
62  	 9.1892e-02 	2.6564e+00 	5.3128e-02
63  	 1.4418e-01 	2.2028e-01 	4.4056e-03
64  	 2.8500e-02 	4.7671e-01 	9.5342e-03
65  	 7.5880e-02 	4.3898e+00 	8.7795e-02
66  	 2.2194e-01 	6.4854e+00 	1.2971e-01
67  	 2.8121e-01 	4.9971e+00 	9.9942e-02
68  	 3.0827e-01 	6.1651e-01 	1.2330e-02
69  	 7.1401e-02 	3.1561e+00 	6.3123e-02
70  	 1.6798e-01 	3.8848e+00 	7.7697e-02
71  	 1.4204e-01 	3.3971e+00 	6.7942e-02
72  	 1.8146e-01 	4.3733e-01 	8.7466e-03
73  	 9.5066e-02 	1.9450e+00 	3.8901e-02
74  	 1.9928e-01 	6.0390e-01 	1.2078e-02
75  	 1.6416e-01 	2.4884e-01 	4.9768e-03
76  	 3.8325e-02 	7.9105e-01 	1.5821e-02
77  	 7.8977e-02 	1.2848e+00 	2.5697e-02
78  	 7.1565e-02 	1.6724e+00 	3.3449e-02
79  	 6.7000e-02 	1.2335e+00 	2.4670e-02
80  	 1.0475e-01 	6.3169e+00 	1.2634e-01
81  	 4.0144e-01 	2.7176e+00 	5.4352e-02
82  	 2.1661e-01 	8.1955e-01 	1.6391e-02
83  	 1.3253e-01 	2.2064e+00 	4.4128e-02
84  	 1.1784e-01 	1.4662e+00 	2.9323e-02
85  	 3.9622e-02 	1.9203e+00 	3.8406e-02
86  	 1.0370e-01 	1.7078e+00 	3.4157e-02
87  	 4.0875e-02 	3.7468e+00 	7.4935e-02
88  	 2.8029e-01 	3.4366e+00 	6.8732e-02
89  	 1.8946e-01 	2.6865e+00 	5.3730e-02
90  	 1.7140e-01 	1.8303e+00 	3.6606e-02
91  	 1.0777e-01 	4.4089e-01 	8.8179e-03
92  	 1.3016e-01 	3.4583e-01 	6.9165e-03
93  	 7.7870e-02 	8.1203e-01 	1.6241e-02
94  	 1.3245e-01 	1.1537e+00 	2.3074e-02
95  	 6.5076e-02 	2.7535e+00 	5.5070e-02
96  	 2.0187e-01 	8.8112e-01 	1.7622e-02
97  	 8.5185e-02 	1.7253e+00 	3.4506e-02
98  	 1.4527e-01 	8.8499e-01 	1.7700e-02
99  	 4.9391e-02 	1.4550e+00 	2.9100e-02
100  	 1.1246e-01 	2.7987e+00 	5.5974e-02
101  	 1.2205e-01 	8.6568e-01 	1.7314e-02
102  	 6.0011e-02 	3.9105e-01 	7.8210e-03
103  	 8.2579e-02 	7.0585e-01 	1.4117e-02
104  	 1.3753e-01 	2.4271e+00 	4.8541e-02
105  	 8.0759e-02 	2.1069e+00 	4.2139e-02
106  	 1.4035e-01 	1.2272e+00 	2.4544e-02
107  	 8.7730e-02 	3.9598e-01 	7.9196e-03
108  	 1.2058e-01 	1.8695e+00 	3.7390e-02
109  	 8.5486e-02 	2.1199e+00 	4.2398e-02
110  	 1.4632e-01 	3.4429e+00 	6.8858e-02
111  	 1.6523e-01 	1.3327e+00 	2.6654e-02
112  	 1.3305e-01 	5.7728e+00 	1.1546e-01
113  	 2.6686e-01 	7.8544e+00 	1.5709e-01
114  	 6.1600e-01 	4.9543e+00 	9.9087e-02
115  	 4.0797e-01 	2.2442e+00 	4.4884e-02
116  	 2.7602e-01 	2.5738e+00 	5.1475e-02
117  	 1.1595e-01 	3.8984e+00 	7.7967e-02
118  	 2.4065e-01 	6.9181e-01 	1.3836e-02
119  	 1.0218e-01 	7.5633e-01 	1.5127e-02
120  	 1.1888e-01 	3.3121e-01 	6.6242e-03
121  	 6.3329e-02 	1.9599e+00 	3.9198e-02
122  	 5.1197e-02 	3.4590e+00 	6.9180e-02
123  	 2.2516e-01 	1.7986e+00 	3.5972e-02
124  	 2.3847e-01 	6.5504e-01 	1.3101e-02
125  	 7.4115e-02 	3.4921e-01 	6.9842e-03
126  	 6.5962e-02 	1.1501e+00 	2.3003e-02
127  	 1.7059e-01 	1.6354e+00 	3.2707e-02
128  	 1.8746e-01 	7.0639e-01 	1.4128e-02
129  	 1.5760e-01 	5.3270e-01 	1.0654e-02
130  	 1.2795e-01 	1.1258e+00 	2.2515e-02
131  	 1.0635e-01 	1.5287e-01 	3.0575e-03
132  	 1.0777e-01 	1.5351e+00 	3.0702e-02
133  	 6.0362e-02 	3.2510e+00 	6.5020e-02
134  	 1.5441e-01 	4.4416e+00 	8.8832e-02
135  	 1.1932e-01 	5.0950e+00 	1.0190e-01
